,game_id,game_name,score,author,date,summary
42,0,Grand Theft Auto V,96,LaPS4,"Nov 17, 2014","Grand Theft Auto V jumps into the next gen to also become the best current game. It is inevitable to see technical aspects belonging to the old gen, but it doesn't burden the work Rockstar made in this remaster, which is outstanding. There are reasons to go back to Los Santos, this time with PS4."
43,0,Grand Theft Auto V,96,Vandal,"Nov 17, 2014","Rockstar's masterpiece is better than ever. It's up to you to decide whether it's worth your time and money if you've already played it, but if you haven't, we can tell you it is."
44,0,Grand Theft Auto V,95,Everyeye.it,"Nov 17, 2014","An incredible remaster. Graphics gain more quality and polish, and the first person view is a good enough reason to play it all over again."
45,0,Grand Theft Auto V,95,3DJuegos,"Nov 17, 2014","Rockstar demonstrates one more time that they don't make things like the others. GTA V for next-gen is another big example, the best way to experience the fantastic story of Michael, Franklin and Trevor."
46,0,Grand Theft Auto V,93,InsideGamer.nl,"Nov 17, 2014",The impressive GTA V has extra impact now that it has landed on next gen consoles. The locations in the game have always been eye candy and the visual upgrade offers even more depth. The first person mode is a spectacular addition.
47,0,Grand Theft Auto V,92,Pelit (Finland),"Dec 15, 2014",Grand Theft Auto V for the next generation consoles is the best Grand Theft Auto game ever released. [Dec 2014]
48,0,Grand Theft Auto V,92,COGconnected,"Nov 19, 2014",Grand Theft Auto V isn’t exactly a next gen masterpiece but it is undeniably the undisputed king of open world games.
49,0,Grand Theft Auto V,90,CalmDownTom,"Dec 17, 2014","It’s funny, well written, good looking, has great music and will keep you busy for months. It is an essential purchase for those who haven’t played it before and a huge recommendation for those who have."
50,0,Grand Theft Auto V,90,Eurogamer Portugal,"Dec 15, 2014","Grand Theft Auto 5 is not perfect, but it is so advanced and so impressive that is easily confused with a game developed from scratch for the new generation."
51,0,Grand Theft Auto V,90,Level7.nu,"Dec  4, 2014","Rockstar manages to make a massive game even more massive and
likeable. The new first person mode offers a completely unique way of
experiencing the game, which together with 1080p and other graphical
upgrades makes this recommendable to both new and returning customers
alike."
52,0,Grand Theft Auto V,90,Critical Hit,"Nov 28, 2014","New modes, new ideas and a sleeker multiplayer side that makes GTA V one of the games out there that is worth replaying. Welcome back to Los Santos, the city of opportunity."
53,0,Grand Theft Auto V,90,Push Square,"Nov 25, 2014","Los Santos feels more alive than ever, and whether you're a frequent visitor or not, we'd recommend booking a seat on the next-gen flight if you haven't already."
54,0,Grand Theft Auto V,90,SpazioGames,"Nov 24, 2014","A first person view, 1080p, a new weather and lighting system and a ton of additional content will add up to one of the most complete gaming experiences of the last years."
55,0,Grand Theft Auto V,90,Worth Playing,"Nov 24, 2014","Grand Theft Auto V for the PlayStation 4 is easily the best version of the game available at the moment. At the end of the day, it is still functionally the same game as before, with most of the same flaws and strengths."
56,0,Grand Theft Auto V,90,Gamer.no,"Nov 19, 2014",The renovation of Grand Theft Auto V is a success. The game looks great on the new consoles and from the new first person viewpoint it also feels different.
57,0,Grand Theft Auto V,90,Thunderbolt,"Nov 19, 2014","A spit-shined re-release of one of the most ambitious games of last generation is nothing to be flip about, especially with just how polished this version feels."
58,0,Grand Theft Auto V,90,PlayStation LifeStyle,"Nov 18, 2014","If you’re like me and spent an exorbitant amount of time with the game already, you may find that the new content will keep you busy for a some time, but ultimately it will be a trip down memory lane more than a new lease on life."
59,0,Grand Theft Auto V,90,The Jimquisition,"Nov 18, 2014","I loved it back then, and I love it now. Its attempts at clever humor can be embarrassingly misjudged, its content is often alarming, and I think those who point out the game’s problematic elements are perfectly within their right to do so, and they’re very rarely wrong. Still, I can accept that the game is troubling while still enjoying it, and the extensive augmentations found within the PS4/Xbox One version makes it all the more pleasant."
60,0,Grand Theft Auto V,90,Gamer.nl,"Nov 17, 2014","The best game of 2013 is fine tuned and improved with more content on the next gen consoles. The first person mode is a fun and awesome experience, but in action moments it sometimes chokes a bit."
61,0,Grand Theft Auto V,90,GamingTrend,"Nov 17, 2014","While the narrative leaves a bit to be desired, Grand Theft Auto V on the PlayStation 4 is a technical marvel, a masterclass in world building, and absolutely worth exploring again."
62,0,Grand Theft Auto V,90,USgamer,"Nov 17, 2014","With the new power, the developer has added more depth and life to the world of Los Santos. It's the same game, but the new visual effects and first-person mode provides a strong experience. It's not completely worth a double-dip if you tore through the original GTA V, but it's definitely worth a second look."
63,0,Grand Theft Auto V,90,Post Arcade (National Post),"Nov 17, 2014","With all the tweaks and additions, the current generation edition is unquestionably the best. It may not include quite enough fresh content to warrant a second purchase, but it’s certainly the edition that ought to be sought out by those yet to play...Most importantly, perhaps, it provides us with a small peephole into the future of the series."
64,0,Grand Theft Auto V,90,GameSpot,"Nov 17, 2014","Aside from a few mild frame rate issues that sometimes take the edge off its more dramatic moments, this is the definitive version of GTA V, and the bar by which all other open-world games, or indeed any game that aims for a cinematic feel, should be judged. It is beautiful, and thought-provoking, and thrilling throughout."
65,0,Grand Theft Auto V,90,XGN,"Nov 17, 2014","Grand Theft Auto V on the PlayStation 4 and Xbox One is still a better game than most of the other games released on the new consoles so far. A must play for newcomers, and a great reason to return to Los Santos for veterans."
66,1,Grand Theft Auto V,100,DarkStation,"Jul  2, 2015","If you hadn’t had a chance to play it yet at all though, and your computer can handle it, the PC version does definitely feel like the definitive version."
67,1,Grand Theft Auto V,100,CD-Action,"Jun 29, 2015","Rockstar promised that the PC edition of GTA V would be the best way to experience this breathtaking game, and that’s exactly what it is. [06/2015, p.48]"
68,1,Grand Theft Auto V,100,GameOver.gr,"Jun  2, 2015","Beautiful, witty, rude and captious Rockstar’s GTA V PC release is a must play title. Entangling open world, a great variety in missions, tons of online content and a port that respects the game itself and PC gamers alike."
69,1,Grand Theft Auto V,100,LEVEL (Czech Republic),"May 12, 2015","Even more free, prettier, smoother and in every aspect a more comfortable Los Santos than we all remember. Old song for the extra money you say? C'mon, for game like this you can never pay too much. [Issue#252]"
70,1,Grand Theft Auto V,100,Impulsegamer,"May 11, 2015",Ultimately you will get everything you expected from GTA 5 for PC; a tremendous game with many months of playability and the potential to only get better.
71,1,Grand Theft Auto V,100,Gamer.no,"May  4, 2015",Quotation forthcoming.
72,1,Grand Theft Auto V,100,DarkZero,"May  4, 2015","At the end of the day, this is still Grand Theft Auto V, an entry that I find is the best in the series, and a game that has been made that little bit better with the performance boost and graphical enhancements."
73,1,Grand Theft Auto V,100,AusGamers,"Apr 24, 2015","Sure, the Rockstar Social Club is an annoying hoop to jump through, and hardware fragmentation poses problems for some. But for those with the hardware to run it, GTA V serves as a testament to the PC platform's superiority, and a reminder that good things come to those that wait."
74,1,Grand Theft Auto V,100,Games.cz,"Apr 23, 2015",GTA V's PC version is the true mother of all versions of the epic crime adventure. Great optimization and controls adjusted for PC gameplay show that quality conversions still have not died.
75,1,Grand Theft Auto V,100,We Got This Covered,"Apr 22, 2015","Even on its third outing, Grand Theft Auto V continually manages to impress and astound, and the refinements made on the PC version are just the icing on the cake."
76,1,Grand Theft Auto V,100,Gameplanet,"Apr 21, 2015",There is simply no argument to be had. The PC release of GTA V is by far the very best version of the very best Grand Theft Auto game to date.
77,1,Grand Theft Auto V,100,Atomix,"Apr 20, 2015",There is no doubt that this is the definitive version of one of the best games in this decade. The Online Heists are guaranteed laughs and the campaign is still perfect as always.
78,1,Grand Theft Auto V,100,God is a Geek,"Apr 20, 2015","Look, most of you probably won’t be able to run GTA V in the 4K resolution on Ultra, and most will only dabble in the video editor and director modes. But this is the definitive version of one of the best games in the last few years. What that means is that GTA V on PC remains breathtaking at every corner and was, of course, well worth every minute of the wait."
79,1,Grand Theft Auto V,100,LevelUp,"Apr 20, 2015","Grand Theft Auto V offers a fairly large amount of graphical options to achieve smooth 60 fps on a variety of modest configurations and has enough options to push visual quality up to 4K resolution and beyond for those with beefy enough computers. The arrival of GTA V on PC was long awaited, but it was definitely worth the wait."
80,1,Grand Theft Auto V,100,Gamer.nl,"Apr 20, 2015","After the long wait, PC-gamers get what they have been hoping for. We cannot deny it; the PC is the best way to experience GTA V. Rockstar optimised the game perfectly, and we are happy to start our third and forth play-throughs."
81,1,Grand Theft Auto V,100,Eurogamer Italy,"Apr 20, 2015","The already featured-packed game now comes with further improved visuals, a powerful editor and new meaning to the first person mode thanks to the mouse/keyboard combo. Excellence at its finest."
82,1,Grand Theft Auto V,100,GameWatcher,"Apr 20, 2015","You’d think GTA V had been purpose built for the PC, and that’s because it has been – from the generous array of graphics options, to native keyboard and mouse support – Grand Theft Auto V isn’t disguised as a PC game; it is a PC game."
83,1,Grand Theft Auto V,100,PCGamesN,"Apr 20, 2015","For those coming fresh to the experience, you’re about to play one of the best games ever made. It’s still very much the Grand Theft Auto you’ve known and loved since the series transitioned to 3D open worlds in GTA3, but it has been enhanced and improved to dizzying heights."
84,1,Grand Theft Auto V,100,Twinfinite,"Apr 18, 2015",A game that will give you faith once again in PC ports. To not take a bite of this seductively colorful cherry does both your rig and your very self a disservice which can never be forgiven.
85,1,Grand Theft Auto V,100,Hardcore Gamer,"Apr 18, 2015",The incredible thing is how alive it all seems.
86,1,Grand Theft Auto V,100,IGN,"Apr 18, 2015","It’s technically more accomplished in every conceivable way, but it’s also tremendously ambitious in its own right. No other world in video games comes close to this in size or scope, and there is sharp intelligence behind its sense of humour and gift for mayhem...It is one of the very best video games ever made."
87,1,Grand Theft Auto V,100,Guardian,"Apr 16, 2015","It’s been a long time coming, but Grand Theft Auto V’s PC debut is a triumph...The Rockstar Editor is endlessly entertaining. The online heists are, with friends, some of the most fun you can have in a multiplayer game. The single-player story is an exhilarating series of increasingly absurd missions. And it all takes place in one of the richest, densest, most atmospheric game worlds ever built."
88,1,Grand Theft Auto V,100,JeuxActu,"Apr 16, 2015",GTA 5 PC is the best version of Rockstar North's game by a huge margin. Period.
89,1,Grand Theft Auto V,100,VideoGamer,"Apr 15, 2015","This is the definitive version, replacing the PS4 equivalent, and it goes some way to expunging the memory of the rather botched launch of PC GTA4. Not all the way..."
90,1,Grand Theft Auto V,100,Eurogamer Poland,"Apr 15, 2015","The most beautiful and richest edition of this phenomenal game, with a wonderful Los Santos and excellent optimization."
91,1,Grand Theft Auto V,100,Meristation,"Apr 15, 2015","GTA V represents videogames at their finest. Tense and dramatic when it wants to be, joyful and surprising when the player wants it. Rockstar has managed to harmonize the different trends in the saga, managing to create an unforgettable experience that will be enjoyed for a long time to come. This new version comes with some interesting additions: FPS mode, better graphics, 60 FPS, 2 new radios and the Rockstar Editor."
92,1,Grand Theft Auto V,100,Attack of the Fanboy,"Apr 14, 2015",Grand Theft Auto V finally hits PC after over a year of waiting. While the wait was hard it was completely worth it given the final product on display. Improved graphics are just the beginning as the game becomes an entirely new experience on PC.
93,1,Grand Theft Auto V,100,Gameblog.fr,"Apr 14, 2015","If GTA V on PC is a bit late, it can easily be forgiven. Because the content is already awesome and it's technically stunning. It feels like a new Los Santos. There is no open world game that can match that. And the Rockstar Editor offers such an easy access and so many possibilities in terms of clips/movies creation that we can only be sure that the pleasure will last for a long, long time."
94,1,Grand Theft Auto V,98,Ragequit.gr,"Apr 24, 2015",GTA V PC is the ultimate version of one of the greatest games in history and the best open-world game that you will play until the advent of GTA VI or RDR 2.
95,1,Grand Theft Auto V,98,GamesVillage.it,"Apr 16, 2015","To define GTA V PC as a simple 'porting' is simply wrong: minor technical issues aside (on their way to being fixed), this is the final celebration of a magnificent free-roaming game - perhaps the best ever made. Insanely fluid and beautiful to play."
96,1,Grand Theft Auto V,97,IGN Spain,"Apr 21, 2015",This is as good as GTA V can get. The new graphical possibilities only enhance its greatness and the possibility of a modding and machinima community lays the foundation to a promising future for the game.
97,1,Grand Theft Auto V,97,Game Over Online,"Apr 21, 2015",The driving portion of the game is not as sharp or nuanced as the latest Need for Speed from Criterion. The gunfighting isn’t as crisp or thrilling as nearly any FPS you’d care to mention. There are games that are better at recreating the mechanics of pulling off heists. Yet somehow Rockstar has taken all of these ingots of lead and spun them into gaming gold.
98,1,Grand Theft Auto V,96,Hobby Consolas,"Apr 24, 2015","This is the best version available of one of the greatest games in History. GTA V for PC is almost perfect, if your PC is powerful enough to run the game in 4K resolution, at 60 FPS."
99,1,Grand Theft Auto V,96,Vandal,"Apr 15, 2015","GTA V is one of the best PC versions we've seen in a long while. The new features might not be enough to replay the game, but if you haven't played it yet, you'll find this to be a great game that's better than ever."
100,1,Grand Theft Auto V,95,SpazioGames,"Jun  8, 2015","We could not expect a better PC port PC for Grand Theft Auto V. Rockstar North, offers right from day one a huge game in optimized, widely scalable, and high impact graphics and the video editor, although not so easy to use, is an enjoyable addition."
101,1,Grand Theft Auto V,95,ActionTrip,"Apr 27, 2015",GTA V on the PC is graphically beautiful and runs like half-melted butter.
102,1,Grand Theft Auto V,95,NZGamer,"Apr 24, 2015","If you’re over 18, and you’re not sensitive to what I’ve mentioned before, I can’t recommend this game enough. It’s an amazing look at how far ahead of the game Rockstar are with their open-world titles, and their living, breathing environments."
103,1,Grand Theft Auto V,95,GamingTrend,"Apr 21, 2015",Grand Theft Auto V on the PC takes an already amazing game and makes it better. Every aspect just seems sharper and better than previous releases. This is how all ports should be handled.
104,1,Grand Theft Auto V,95,InsideGamer.nl,"Apr 20, 2015","We have been kept waiting for very long, but GTA 5 for PC really is the best version of the game. It offers the same ingenious story of three characters, plus the online mode with Heists, more music and a very good optimisation. Definitely worth the wait."
105,1,Grand Theft Auto V,95,Hooked Gamers,"Apr 20, 2015","Though it should've come out ages ago, and PC gamers have every right to feel like they were put on the backburner, Rockstar North has tried to make sure that Grand Theft Auto V for PC is the ultimate version. If you ask me overall, they've succeeded."
106,1,Grand Theft Auto V,95,PC Games,"Apr 17, 2015","One and a half years after its initial release for last-gen consoles, you’ve probably heard it before: GTA 5 is one of the best games currently out there. So go ahead and buy it already. Rockstar even did a mighty fine job with the PC port."
107,1,Grand Theft Auto V,95,GRYOnline.pl,"Apr 17, 2015","The PC Verizon of GTA V is almost perfect. The superb base version is well known and loved, but the optimization, controls and new options knock it out of the park. Of course there were some issues with the game after the launch - so many delays should have eliminated these kinds of setbacks and for that the final grade goes down a bit. But when you finally get to play GTA V on your PC you'll be amazed."
108,1,Grand Theft Auto V,95,XGN,"Apr 16, 2015",Rockstar told us the PC-version would be the ultimate version and they were right. GTA 5 on PC looks incredible and it works almost perfectly. Sadly you might still encounter some bugs and glitches in GTA Online that you already saw on the consoles.
109,1,Grand Theft Auto V,95,Merlin'in Kazanı (Turkey),"Apr 15, 2015","GTA V is finally here, on the PC platform. We have been waiting for a long, long time (1 year, 6 months, 28 days). But the game looks smooth with 60fps and variable resolution settings (4K!). It’s time to re-explore San Andreas with old friends."
110,1,Grand Theft Auto V,95,3DJuegos,"Apr 15, 2015","GTA V for PC is undoubtedly an essential videogame, including better graphics and every update this far."
111,1,Grand Theft Auto V,92,Worth Playing,"Apr 28, 2015","The PC version may not have any new content, but it hits the platform in an extremely polished way. It won't change your mind about the game if you've already played it on another platform, but it certainly cements itself as a fantastic version of an entertaining game."
112,1,Grand Theft Auto V,92,Digital Chumps,"Apr 21, 2015","GTA V and the wealth of assets it claims have, quite literally, never been better."
113,1,Grand Theft Auto V,92,PC Gamer,"Apr 20, 2015","A sandbox of extraordinary scope created with a masterful attention to detail. A patchy campaign doesn't spoil this wonderful, evocative city."
114,1,Grand Theft Auto V,92,GameStar,"Apr 17, 2015","The definitive version of GTA 5 is the PC version. It doesn't just look great, it plays great with the mouse and keyboard."
115,1,Grand Theft Auto V,91,Gaming Age,"Apr 30, 2015","No doubt, future updates and optimizations will be patched in, but for what we've got right out of the gate, there's a lot going on for the PC crowd this time around."
116,1,Grand Theft Auto V,90,PC PowerPlay,"May 30, 2015","Packed with a wide range of gameplay, some great features, and - amazingly - works the first time. Great stuff from Rockstar. [June 2015, p.53]"
117,1,Grand Theft Auto V,90,Digitally Downloaded,"Apr 29, 2015","It is sharp, witty, intelligent, and just the right shade of nasty -, and is a true inspiration for future open-world action adventure games."
118,1,Grand Theft Auto V,90,Dealspwn,"Apr 24, 2015","Fantastic visuals and enhanced AI behaviour makes the virtual world of San Andreas come to life, and the Rockstar Editor is a powerful tool for machinima creators. It really is the definitive version of a modern classic."
119,1,Grand Theft Auto V,90,Critical Hit,"Apr 22, 2015","Grand Theft Auto V is at home on PC, with Rockstar pouring an incredible amount of effort and work into their long overdue PC port. There is simply no better way to experience the branching story in Los Santos - setting a new benchmark on what we can expect from the highest tier of visual fidelity in gaming."
120,1,Grand Theft Auto V,90,4Players.de,"Apr 17, 2015",Visually this is the definitive edition of the gangster drama we all came to love (or hate) with all its gorgeousness as well as its little flaws. And with the editor as well as the director mode creative players get all the tools they need.
121,1,Grand Theft Auto V,86,Cheat Code Central,"Apr 15, 2015","In short, GTA V is still a great game, that hasn’t changed, but the PC version doesn’t add a lot and introduces plenty of new problems that you have to contend with. If you are graphics-obsessed or are a fan of machinima, then pick it up. Otherwise, the last-gen versions will do you fine."
122,1,Grand Theft Auto V,70,CGMagazine,"May  1, 2015","If GTAV was more fully devoted to being either a comedy or a drama, its narrative may have been more successful. As it is, the most fun to be had in the game comes almost entirely from the moments when the player breaks away from the mission structure and enjoys the world without worrying about the context of its plot."
123,2,Grand Theft Auto V,100,LEVEL (Czech Republic),"Oct 24, 2013","GTA V fulfills the idea of a gaming sandbox, where you can entertain yourself in many different ways - and also experience a superbly written story of three gangsters, if you want. [Issue#234]"
124,2,Grand Theft Auto V,100,AtomicGamer,"Oct  7, 2013","Does GTAV live up to one of the pedigree of one of the best franchises gaming? There's no doubt for me that it does, and a few minor issues here and there don't get in the way of this game delivering such a lively and large world to explore or from presenting such an entertaining way to do dozens of activities - and I love that for the first time for GTA in nearly a decade, the developers aren't relying so heavily on mind-numbing, straightforward gunfights with thugs and cops."
125,2,Grand Theft Auto V,100,Playstation Official Magazine Australia,"Oct  7, 2013","This year isn’t over yet – let alone the generation – so it’d be foolish and premature for us to throw acronyms like ‘GOTY’ or ‘GOTG’ at you just yet. Even still, we simply cannot see anything out on that horizon which looks like it’s up to the task of toppling this titan – and we don’t say such things lightly. Acquire this game at all costs. Thieve it in a heist if you have to. [November 2013, p74]"
126,2,Grand Theft Auto V,100,D+PAD Magazine,"Sep 24, 2013",Grand Theft Auto V is the rare entertainment experience that simply won’t let you down.
